xcord,ycord,zcord,plot,DBH,scientificname,commonname,year,state,carbon,sizeclass
320132.3501,4092059.37,2032.41,bs2,22.9,Calocedrus decurrens,Jeffrey pine,2002,Live,0.093933589,2
320132.3001,4092061.68,2032.56,bs2,52.1,Abies concolor,White fir,2002,Live,0.871705813,3
320131.8801,4092066.11,2033.03,bs2,29.7,Calocedrus decurrens,Jeffrey pine,2002,Live,0.168819822,2
320135.2001,4092071.68,2034.49,bs2,8.5,Pinus jeffreyi,Jeffrey pine,2002,Live,0.008903415,1
320155.4501,4092063.35,2035.22,bs2,7.6,Pinus lambertiana,Sugar pine,2002,Live,0.006791252,1
320121.5201,4091999.57,2021.01,bs2,10.7,Pinus lambertiana,Sugar pine,2002,Live,0.015548384,1
320127.5201,4091993.92,2020.21,bs2,26.3,Calocedrus decurrens,Jeffrey pine,2002,Live,0.128338556,2
320135.2201,4091993.12,2020.83,bs2,14,Calocedrus decurrens,Jeffrey pine,2002,Live,0.03100556,1
320136.5201,4091992.97,2021.37,bs2,5.4,Pinus lambertiana,Sugar pine,2002,Live,0.002974892,1
320136.5201,4091994.92,2021.74,bs2,32.2,Pinus lambertiana,Sugar pine,2002,Live,0.225684637,2
320130.8201,4091999.52,2021.79,bs2,8.1,Pinus jeffreyi,Jeffrey pine,2002,Live,0.00792307,1
320129.8201,4092001.32,2021.83,bs2,16.6,Pinus jeffreyi,Jeffrey pine,2002,Live,0.045118535,1
320131.0201,4092001.92,2022.1,bs2,6.3,Pinus lambertiana,Sugar pine,2002,Live,0.004315528,1
320131.8201,4092001.52,2022.35,bs2,6.3,Pinus lambertiana,Sugar pine,2002,Live,0.004315528,1
320136.2201,4092001.12,2022.69,bs2,5.5,Pinus lambertiana,Sugar pine,2002,Live,0.003109493,1
320136.7201,4092002.52,2023.13,bs2,69.5,Calocedrus decurrens,Jeffrey pine,2002,Live,1.149770671,4
320137.2201,4092003.22,2023.13,bs2,5.4,N/A,N/A,2002,Dead,0.002900157,1
320139.1201,4092002.82,2023.41,bs2,32.2,N/A,N/A,2002,Dead,0.214179934,2
320142.2201,4092007.42,2024.27,bs2,23.2,N/A,N/A,2002,Dead,0.111340514,2
320137.1201,4092004.02,2023.28,bs2,15.3,N/A,N/A,2002,Dead,0.041903941,1
320134.6201,4092004.32,2023.22,bs2,5,Abies concolor,White fir,2002,Live,0.002655783,1
320132.6201,4092005.22,2023.06,bs2,9.7,Calocedrus decurrens,Jeffrey pine,2002,Live,0.013585493,1
320125.8201,4092006.92,2022.65,bs2,14.3,Abies concolor,White fir,2002,Live,0.035452638,1
320124.2201,4092004.52,2022.05,bs2,13.3,N/A,N/A,2002,Dead,0.027869774,1
320121.5201,4092002.32,2021.32,bs2,32.1,Abies concolor,White fir,2002,Live,0.262454605,2
320113.6201,4092005.32,2020.98,bs2,25,Abies concolor,White fir,2002,Live,0.141289597,2
320113.0701,4092005.32,2020.81,bs2,38.7,Abies concolor,White fir,2002,Dead,0.397115782,2
320109.7201,4092004.32,2020.19,bs2,7.8,Abies concolor,White fir,2002,Live,0.007934217,1
320109.1201,4092004.02,2020.04,bs2,80.1,Abies concolor,White fir,2002,Live,2.532476961,5
320108.6201,4092004.12,2020.04,bs2,30.9,Calocedrus decurrens,Jeffrey pine,2002,Live,0.184595013,2
320140.0201,4091998.62,2022.88,bs2,38.5,Calocedrus decurrens,Jeffrey pine,2002,Live,0.30314848,2
320139.5201,4091998.32,2022.68,bs2,56.7,Abies concolor,White fir,2002,Live,1.075156007,3
320139.9201,4091997.42,2022.49,bs2,11.1,Pinus lambertiana,Sugar pine,2002,Live,0.016994928,1
320148.5201,4091997.32,2023.4,bs2,16.5,Abies concolor,White fir,2002,Live,0.050510449,1
320144.1201,4092003.52,2024.19,bs2,114.6,Calocedrus decurrens,Jeffrey pine,2002,Live,3.556520065,6
320143.2701,4092004.97,2024.19,bs2,58.5,Abies concolor,White fir,2002,Live,1.161779656,3
320143.7201,4092006.52,2024.61,bs2,36.3,Abies concolor,White fir,2002,Live,0.355944681,2
320142.9201,4092007.92,2024.58,bs2,54.2,Abies concolor,White fir,2002,Live,0.96142902,3
320143.8201,4092013.12,2025.53,bs2,22.5,Calocedrus decurrens,Jeffrey pine,2002,Live,0.090275715,2
320144.0201,4092013.52,2025.74,bs2,9,Abies concolor,White fir,2002,Live,0.011293003,1
320145.9701,4092010.92,2025.37,bs2,6.6,Abies concolor,White fir,2002,Live,0.005256893,1
320145.7701,4092011.92,2025.56,bs2,18.7,Pinus lambertiana,Sugar pine,2002,Live,0.060252272,1
320148.0201,4092010.52,2025.57,bs2,7.9,Abies concolor,White fir,2002,Live,0.008187395,1
320158.0201,4092010.12,2026.26,bs2,14.6,Pinus lambertiana,Sugar pine,2002,Live,0.033038643,1
320147.4201,4092014.07,2026.03,bs2,24.2,Pinus lambertiana,Sugar pine,2002,Live,0.112719028,2
320151.6201,4092020.42,2027.41,bs2,10.8,Pinus lambertiana,Sugar pine,2002,Live,0.01590292,1
320151.6201,4092020.52,2027.58,bs2,61.8,Calocedrus decurrens,Jeffrey pine,2002,Live,0.882044195,4
320150.8201,4092020.42,2027.38,bs2,11.4,Pinus jeffreyi,Jeffrey pine,2002,Live,0.018129929,1
320150.2201,4092021.02,2027.51,bs2,6.9,Abies concolor,White fir,2002,Live,0.005865127,1
320150.3201,4092021.42,2027.51,bs2,16.1,Calocedrus decurrens,Jeffrey pine,2002,Live,0.042470462,1
320127.0201,4092036.02,2028.04,bs2,10.8,Abies concolor,White fir,2002,Live,0.017713935,1
320125.8201,4092036.02,2027.89,bs2,16.7,Calocedrus decurrens,Jeffrey pine,2002,Live,0.046118176,1
320116.0201,4092026.52,2025.4,bs2,16.1,Abies concolor,White fir,2002,Live,0.047534818,1
320116.2201,4092026.32,2025.23,bs2,38.8,Abies concolor,White fir,2002,Dead,0.419824288,2
320114.2701,4092023.52,2024.55,bs2,63.6,Abies concolor,White fir,2002,Live,1.429330988,4
320108.9201,4092025.32,2023.29,bs2,42.3,Pinus lambertiana,Sugar pine,2002,Live,0.438152262,3
320112.5201,4092018.42,2023.01,bs2,44.5,Abies concolor,White fir,2002,Dead,0.589677372,3
320110.4201,4092018.72,2022.63,bs2,25.1,Abies concolor,White fir,2002,Live,0.142693473,2
320106.7201,4092017.02,2021.81,bs2,40.5,Abies concolor,White fir,2002,Dead,0.444591833,3
320104.0201,4092027.12,2022.43,bs2,22.3,Abies concolor,White fir,2002,Dead,0.100907446,2
320104.5201,4092026.62,2022.7,bs2,42.3,Abies concolor,White fir,2002,Dead,0.520036541,3
320102.1201,4092023.02,2021.82,bs2,19.5,Abies concolor,White fir,2002,Dead,0.072273594,1
320105.7201,4092020.72,2022.13,bs2,26.9,Abies concolor,White fir,2002,Dead,0.169396902,2
320104.3201,4092020.62,2021.87,bs2,46.6,Abies concolor,White fir,2002,Dead,0.661082567,3
320094.5201,4092023.42,2019.73,bs2,18.3,Calocedrus decurrens,Jeffrey pine,2002,Live,0.056672398,1
320098.6201,4092021.62,2020.77,bs2,18.8,Calocedrus decurrens,Jeffrey pine,2002,Live,0.060220584,1
320117.3201,4092011.32,2022.17,bs2,10.1,Pinus lambertiana,Sugar pine,2002,Live,0.013519236,1
320116.0201,4092010.52,2022.06,bs2,16.1,Pinus jeffreyi,Jeffrey pine,2002,Live,0.041890009,1
320106.7201,4092008.92,2020.63,bs2,16.4,Abies concolor,White fir,2002,Live,0.049756419,1
320105.7201,4092013.22,2021.07,bs2,8.1,Abies concolor,White fir,2002,Live,0.008708073,1
320104.3201,4092014.62,2020.99,bs2,26.2,Abies concolor,White fir,2002,Live,0.158687044,2
320104.9201,4092017.22,2021.49,bs2,16.6,N/A,N/A,2002,Dead,0.048410809,1
320104.7201,4092016.02,2021.31,bs2,26.3,Abies concolor,White fir,2002,Live,0.160191497,2
320103.6201,4092016.82,2021.29,bs2,13.9,Abies concolor,White fir,2002,Live,0.033050559,1
320104.1701,4092012.52,2020.76,bs2,9.3,Calocedrus decurrens,Jeffrey pine,2002,Live,0.012359224,1
320101.6201,4092014.02,2020.64,bs2,6.3,Calocedrus decurrens,Jeffrey pine,2002,Live,0.005159477,1
320100.5201,4092014.12,2020.48,bs2,26.9,Abies concolor,White fir,2002,Live,0.169396902,2
320100.4201,4092013.82,2020.27,bs2,14.4,Calocedrus decurrens,Jeffrey pine,2002,Live,0.033035204,1
320097.6201,4092014.12,2019.84,bs2,8.2,Calocedrus decurrens,Jeffrey pine,2002,Live,0.009316382,1
320097.2201,4092014.32,2019.64,bs2,10.6,Pinus lambertiana,Sugar pine,2002,Live,0.01519855,1
320096.8701,4092012.97,2019.58,bs2,36.6,Abies concolor,White fir,2002,Dead,0.36327939,2
