x,y,fire,year
66,324,1,2010
67,324,3.73684,2010
68,324,3.49554,2010
69,324,3.48374,2010
70,324,3.48031,2010
71,324,3.43925,2010
72,324,3.61538,2010
3,323,2.48438,2010
4,323,3,2010
5,323,3.47826,2010
6,323,3.44215,2010
7,323,3.56299,2010
8,323,3.86275,2010
9,323,3.60753,2010
10,323,2.83696,2010
11,323,1.52381,2010
12,323,1.29487,2010
13,323,2.50997,2010
14,323,2.64286,2010
15,323,3.63774,2010
16,323,3.99624,2010
17,323,2.85135,2010
18,323,1,2010
24,323,1,2010
25,323,1,2010
28,323,2.77273,2010
29,323,2.94215,2010
30,323,3.32331,2010
31,323,3.14286,2010
32,323,1,2010
35,323,1,2010
36,323,1,2010
40,323,3.76923,2010
41,323,3.68504,2010
42,323,3.76087,2010
43,323,3.95402,2010
44,323,3.95652,2010
45,323,4.16071,2010
46,323,2.93827,2010
47,323,1.06709,2010
48,323,2.20682,2010
49,323,2.51579,2010
